"ID_PARTICIPANTE";"IDBENEFICIO";"NOME";"VL_VALOR";"DT_INICIO_BENEFICIO"
"10126258";"487";"NP - Beneficio Pleno";"169,95";"03/01/2008"
"10126259";"487";"NP - Beneficio Pleno";"601,28";"25/08/2012"
"10126260";"487";"NP - Beneficio Pleno";"1787,80";"27/05/2015"
"10126261";"487";"NP - Beneficio Pleno";"1050,29";"01/02/2016"
"10126262";"487";"NP - Beneficio Pleno";"1314,11";"26/04/2016"
"10126263";"487";"NP - Beneficio Pleno";"1949,74";"22/07/2016"
"10126264";"487";"NP - Beneficio Pleno";"1045,92";"30/04/2016"
"10126265";"487";"NP - Beneficio Pleno";"169,77";"03/01/2008"
"10126266";"487";"NP - Beneficio Pleno";"162,67";"20/05/2008"
"10126267";"487";"NP - Beneficio Pleno";"445,15";"06/03/2010"
"10126268";"487";"NP - Beneficio Pleno";"151,43";"01/02/2008"
"10126269";"487";"NP - Beneficio Pleno";"820,44";"28/05/2015"
"10126270";"487";"NP - Beneficio Pleno";"606,40";"17/04/2010"
"10126271";"487";"NP - Beneficio Pleno";"820,09";"12/10/2012"
"10126272";"487";"NP - Beneficio Pleno";"884,88";"22/02/2011"
"10126273";"487";"NP - Beneficio Pleno";"1110,06";"02/07/2013"
"10126274";"487";"NP - Beneficio Pleno";"167,09";"24/01/2008"
"10126275";"487";"NP - Beneficio Pleno";"1104,72";"23/05/2015"
"10126276";"487";"NP - Beneficio Pleno";"1658,72";"28/07/2016"
"10126277";"487";"NP - Beneficio Pleno";"1396,58";"18/02/2016"
"10126278";"487";"NP - Beneficio Pleno";"952,48";"04/01/2011"
"10126279";"487";"NP - Beneficio Pleno";"1071,77";"11/04/2015"
"10126280";"487";"NP - Beneficio Pleno";"863,57";"03/07/2012"
"10126281";"487";"NP - Beneficio Pleno";"1545,21";"20/05/2015"
"10126282";"487";"NP - Beneficio Pleno";"205,71";"01/02/2009"
"10126283";"487";"NP - Beneficio Pleno";"147,70";"01/07/2008"
"10126284";"487";"NP - Beneficio Pleno";"1253,40";"10/06/2013"
"10126285";"487";"NP - Beneficio Pleno";"1017,70";"25/08/2012"
"10126286";"487";"NP - Beneficio Pleno";"1145,82";"26/04/2016"
"10126287";"487";"NP - Beneficio Pleno";"965,59";"01/05/2010"
"10126288";"487";"NP - Beneficio Pleno";"852,50";"22/02/2011"
"10126289";"487";"NP - Beneficio Pleno";"659,29";"21/06/2011"
"10126290";"487";"NP - Beneficio Pleno";"1118,25";"23/04/2015"
"10126291";"487";"NP - Beneficio Pleno";"2255,80";"27/07/2016"
"10126292";"487";"NP - Beneficio Pleno";"641,47";"25/08/2012"
"10126293";"487";"NP - Beneficio Pleno";"267,81";"25/03/2009"
"10126294";"487";"NP - Beneficio Pleno";"165,15";"01/03/2008"
"10126295";"487";"NP - Beneficio Pleno";"1017,91";"21/04/2015"
"10126296";"487";"NP - Beneficio Pleno";"1109,51";"25/08/2012"
"10126297";"487";"NP - Beneficio Pleno";"1102,22";"10/01/2013"
"10126298";"487";"NP - Beneficio Pleno";"549,43";"03/01/2009"
"10126299";"487";"NP - Beneficio Pleno";"970,96";"01/05/2015"
"10126300";"487";"NP - Beneficio Pleno";"540,43";"05/02/2011"
"10126301";"481";"NP - Beneficio por Invalidez";"1104,41";"28/09/2011"
"10126302";"487";"NP - Beneficio Pleno";"535,13";"17/11/2011"
"10126303";"487";"NP - Beneficio Pleno";"507,15";"01/05/2010"
"10126304";"487";"NP - Beneficio Pleno";"261,40";"01/05/2010"
"10126305";"487";"NP - Beneficio Pleno";"1430,72";"28/05/2015"
"10126306";"487";"NP - Beneficio Pleno";"580,34";"01/02/2011"
"10126307";"487";"NP - Beneficio Pleno";"774,76";"22/02/2011"
"10126308";"487";"NP - Beneficio Pleno";"1811,87";"28/03/2015"
"10126309";"487";"NP - Beneficio Pleno";"476,96";"16/06/2011"
"10126310";"487";"NP - Beneficio Pleno";"974,71";"11/02/2012"
"10126311";"487";"NP - Beneficio Pleno";"955,33";"25/08/2012"
"10126312";"487";"NP - Beneficio Pleno";"874,33";"03/07/2012"
"10126313";"487";"NP - Beneficio Pleno";"271,49";"01/06/2011"
"10126314";"487";"NP - Beneficio Pleno";"1878,73";"28/05/2015"
"10126315";"487";"NP - Beneficio Pleno";"189,61";"01/03/2008"
"10126316";"487";"NP - Beneficio Pleno";"323,31";"01/05/2010"
"10126317";"487";"NP - Beneficio Pleno";"1065,95";"21/03/2015"
"10126318";"487";"NP - Beneficio Pleno";"1014,34";"21/03/2015"
"10126319";"481";"NP - Beneficio por Invalidez";"323,67";"01/07/2009"
"10126320";"487";"NP - Beneficio Pleno";"2554,01";"28/07/2016"
"10126321";"487";"NP - Beneficio Pleno";"182,38";"04/01/2008"
"10126322";"487";"NP - Beneficio Pleno";"1207,87";"01/07/2011"
"10126323";"487";"NP - Beneficio Pleno";"60,90";"12/03/2008"
"10126324";"487";"NP - Beneficio Pleno";"814,46";"05/12/2009"
"10126325";"487";"NP - Beneficio Pleno";"925,05";"14/04/2015"
"10126326";"487";"NP - Beneficio Pleno";"364,32";"07/01/2010"
"10126327";"487";"NP - Beneficio Pleno";"639,27";"01/09/2014"
"10126328";"487";"NP - Beneficio Pleno";"167,87";"03/08/2010"
"10126329";"487";"NP - Beneficio Pleno";"378,63";"16/07/2012"
"10126330";"487";"NP - Beneficio Pleno";"3237,46";"24/07/2016"
"10126331";"487";"NP - Beneficio Pleno";"2386,13";"01/04/2015"
"10126332";"487";"NP - Beneficio Pleno";"887,44";"01/05/2010"
"10126333";"481";"NP - Beneficio por Invalidez";"79,92";"14/09/2007"
"10126334";"487";"NP - Beneficio Pleno";"110,65";"11/10/2007"
"10126335";"487";"NP - Beneficio Pleno";"1045,66";"21/12/2013"
"10126336";"487";"NP - Beneficio Pleno";"875,57";"01/01/2012"
"10126337";"487";"NP - Beneficio Pleno";"662,92";"06/03/2010"
"10126338";"487";"NP - Beneficio Pleno";"638,76";"18/04/2012"
"10126339";"481";"NP - Beneficio por Invalidez";"1071,80";"14/11/2013"
"10126340";"487";"NP - Beneficio Pleno";"1225,21";"26/05/2015"
"10126341";"487";"NP - Beneficio Pleno";"1193,91";"04/08/2012"
"10126342";"487";"NP - Beneficio Pleno";"769,15";"09/09/2015"
"10126343";"487";"NP - Beneficio Pleno";"485,33";"11/09/2014"
"10126344";"487";"NP - Beneficio Pleno";"925,86";"25/08/2012"
"10126345";"487";"NP - Beneficio Pleno";"1260,89";"02/02/2016"
"10126346";"487";"NP - Beneficio Pleno";"1709,23";"01/07/2016"
"10126347";"481";"NP - Beneficio por Invalidez";"162,52";"08/07/2009"
"10126348";"487";"NP - Beneficio Pleno";"2581,14";"27/04/2016"
"10126349";"487";"NP - Beneficio Pleno";"978,69";"25/08/2012"
"10126350";"487";"NP - Beneficio Pleno";"729,15";"25/08/2012"
"10126351";"487";"NP - Beneficio Pleno";"641,15";"01/10/2010"
"10126352";"487";"NP - Beneficio Pleno";"1357,86";"29/05/2015"
"10126353";"487";"NP - Beneficio Pleno";"1872,57";"21/03/2015"
"10126354";"487";"NP - Beneficio Pleno";"725,03";"17/08/2013"
"10126355";"487";"NP - Beneficio Pleno";"290,81";"01/03/2008"
"10126356";"487";"NP - Beneficio Pleno";"1460,59";"07/04/2015"
"10126357";"487";"NP - Beneficio Pleno";"147,27";"19/05/2009"
"10126358";"487";"NP - Beneficio Pleno";"584,68";"11/07/2012"
"10126359";"481";"NP - Beneficio por Invalidez";"1689,29";"30/08/2012"
"10126360";"487";"NP - Beneficio Pleno";"726,42";"01/04/2010"
"10126361";"487";"NP - Beneficio Pleno";"132,17";"22/09/2007"
"10126362";"487";"NP - Beneficio Pleno";"789,84";"01/05/2010"
"10126363";"487";"NP - Beneficio Pleno";"1051,80";"28/05/2015"
"10126364";"487";"NP - Beneficio Pleno";"2184,47";"30/05/2015"
"10126365";"487";"NP - Beneficio Pleno";"1578,44";"07/04/2015"
"10126366";"487";"NP - Beneficio Pleno";"465,21";"17/03/2011"
"10126367";"487";"NP - Beneficio Pleno";"679,81";"25/08/2012"
"10126368";"487";"NP - Beneficio Pleno";"205,32";"29/02/2008"
"10126369";"487";"NP - Beneficio Pleno";"1365,31";"11/03/2016"
"10126370";"487";"NP - Beneficio Pleno";"1069,42";"25/06/2013"
"10126371";"487";"NP - Beneficio Pleno";"370,28";"01/05/2015"
"10126372";"487";"NP - Beneficio Pleno";"1116,55";"17/08/2013"
"10126373";"487";"NP - Beneficio Pleno";"765,81";"23/02/2013"
"10126374";"487";"NP - Beneficio Pleno";"1056,63";"01/08/2013"
"10126375";"487";"NP - Beneficio Pleno";"2406,05";"25/04/2015"
"10126376";"487";"NP - Beneficio Pleno";"451,73";"13/03/2010"
"10126377";"487";"NP - Beneficio Pleno";"921,04";"07/08/2014"
"10126378";"487";"NP - Beneficio Pleno";"1226,20";"23/07/2016"
"10126379";"487";"NP - Beneficio Pleno";"1318,15";"01/05/2015"
"10126380";"487";"NP - Beneficio Pleno";"1116,80";"27/05/2015"
"10126381";"487";"NP - Beneficio Pleno";"510,95";"01/05/2010"
"10126382";"487";"NP - Beneficio Pleno";"326,95";"27/08/2009"
"10126383";"481";"NP - Beneficio por Invalidez";"199,30";"18/07/2008"
"10126384";"482";"NP - Benefício de Pensão por Morte";"18,22";"31/07/2016"
"10126385";"487";"NP - Beneficio Pleno";"1077,72";"13/04/2016"
"10126386";"487";"NP - Beneficio Pleno";"185,09";"16/02/2011"
"10126387";"487";"NP - Beneficio Pleno";"986,40";"25/08/2012"
"10126388";"487";"NP - Beneficio Pleno";"1006,88";"24/05/2015"
"10126389";"487";"NP - Beneficio Pleno";"387,80";"01/05/2010"
"10126390";"487";"NP - Beneficio Pleno";"1904,02";"11/07/2015"
"10126391";"487";"NP - Beneficio Pleno";"687,69";"11/03/2015"
"10126392";"487";"NP - Beneficio Pleno";"1933,72";"30/04/2016"
"10126393";"487";"NP - Beneficio Pleno";"1310,23";"25/08/2012"
"10126394";"487";"NP - Beneficio Pleno";"625,30";"06/03/2010"
"10126395";"487";"NP - Beneficio Pleno";"3707,53";"28/06/2016"
"10126396";"487";"NP - Beneficio Pleno";"502,28";"03/01/2013"
"10126397";"487";"NP - Beneficio Pleno";"156,13";"04/01/2011"
"10126398";"487";"NP - Beneficio Pleno";"898,90";"01/02/2013"
"10126399";"487";"NP - Beneficio Pleno";"884,04";"03/04/2015"
"10126400";"487";"NP - Beneficio Pleno";"611,39";"22/02/2011"
"10126401";"487";"NP - Beneficio Pleno";"421,50";"22/02/2011"
"10126402";"487";"NP - Beneficio Pleno";"108,31";"09/02/2008"
"10126403";"487";"NP - Beneficio Pleno";"2382,78";"21/05/2015"
"10126404";"487";"NP - Beneficio Pleno";"1120,51";"07/07/2012"
"10126405";"487";"NP - Beneficio Pleno";"512,43";"01/05/2010"
"10126406";"487";"NP - Beneficio Pleno";"803,65";"28/07/2012"
"10126407";"487";"NP - Beneficio Pleno";"1444,54";"19/07/2016"
"10126408";"487";"NP - Beneficio Pleno";"413,37";"07/07/2012"
"10126409";"487";"NP - Beneficio Pleno";"2294,82";"02/04/2016"
"10126410";"487";"NP - Beneficio Pleno";"840,81";"29/05/2015"
"10126411";"487";"NP - Beneficio Pleno";"1105,30";"03/07/2012"
"10126412";"487";"NP - Beneficio Pleno";"870,12";"11/07/2012"
"10126413";"487";"NP - Beneficio Pleno";"743,02";"25/08/2012"
"10126414";"487";"NP - Beneficio Pleno";"1078,48";"13/08/2012"
"10126415";"487";"NP - Beneficio Pleno";"163,59";"07/07/2008"
"10126416";"487";"NP - Beneficio Pleno";"1665,49";"29/05/2015"
"10126417";"487";"NP - Beneficio Pleno";"75,86";"01/03/2008"
"10126418";"487";"NP - Beneficio Pleno";"779,15";"30/05/2015"
"10126419";"487";"NP - Beneficio Pleno";"1108,03";"21/03/2015"
"10126420";"487";"NP - Beneficio Pleno";"86,56";"13/02/2008"
"10126421";"487";"NP - Beneficio Pleno";"100,60";"02/02/2008"
"10126422";"487";"NP - Beneficio Pleno";"798,90";"25/08/2012"
"10126423";"487";"NP - Beneficio Pleno";"1505,89";"31/03/2015"
"10126424";"487";"NP - Beneficio Pleno";"589,80";"25/08/2012"
"10126425";"487";"NP - Beneficio Pleno";"928,01";"28/05/2015"
"10126426";"487";"NP - Beneficio Pleno";"786,64";"25/08/2012"
"10126427";"487";"NP - Beneficio Pleno";"691,58";"03/07/2012"
"10126428";"487";"NP - Beneficio Pleno";"535,02";"01/02/2013"
"10126429";"487";"NP - Beneficio Pleno";"423,52";"03/03/2010"
"10126430";"487";"NP - Beneficio Pleno";"94,70";"25/02/2008"
"10126431";"487";"NP - Beneficio Pleno";"175,47";"15/01/2011"
"10126432";"487";"NP - Beneficio Pleno";"1436,53";"10/03/2015"
"10126433";"487";"NP - Beneficio Pleno";"791,12";"30/05/2011"
"10126434";"487";"NP - Beneficio Pleno";"81,06";"01/09/2008"
"10126435";"487";"NP - Beneficio Pleno";"447,96";"01/04/2010"
"10126436";"487";"NP - Beneficio Pleno";"1926,34";"04/05/2015"
"10126437";"487";"NP - Beneficio Pleno";"272,97";"01/03/2008"
"10126438";"487";"NP - Beneficio Pleno";"326,91";"10/12/2009"
"10126439";"487";"NP - Beneficio Pleno";"253,87";"01/10/2009"
"10126440";"487";"NP - Beneficio Pleno";"75,39";"14/01/2008"
"10126441";"487";"NP - Beneficio Pleno";"5239,31";"17/08/2013"
"10126442";"487";"NP - Beneficio Pleno";"127,17";"01/05/2008"
"10126443";"487";"NP - Beneficio Pleno";"482,18";"22/02/2011"
"10126444";"487";"NP - Beneficio Pleno";"502,59";"25/04/2015"
"10126445";"487";"NP - Beneficio Pleno";"621,37";"23/04/2010"
"10126446";"487";"NP - Beneficio Pleno";"74,98";"02/01/2008"
"10126447";"487";"NP - Beneficio Pleno";"127,43";"03/01/2008"
"10126448";"487";"NP - Beneficio Pleno";"902,30";"25/08/2012"
"10126449";"487";"NP - Beneficio Pleno";"3131,52";"23/07/2016"
"10126450";"481";"NP - Beneficio por Invalidez";"204,19";"20/06/2008"
"10126451";"487";"NP - Beneficio Pleno";"1057,07";"23/05/2015"
"10126452";"487";"NP - Beneficio Pleno";"975,63";"24/03/2015"
"10126453";"487";"NP - Beneficio Pleno";"113,69";"01/03/2008"
"10126454";"487";"NP - Beneficio Pleno";"139,51";"22/01/2008"
"10126455";"487";"NP - Beneficio Pleno";"515,65";"01/08/2012"
"10126456";"487";"NP - Beneficio Pleno";"736,42";"19/03/2016"
"10126457";"487";"NP - Beneficio Pleno";"152,75";"03/01/2010"
"10126458";"487";"NP - Beneficio Pleno";"69,72";"23/02/2010"
"10126459";"487";"NP - Beneficio Pleno";"970,47";"25/08/2012"
"10126460";"487";"NP - Beneficio Pleno";"864,95";"25/08/2012"
"10126461";"487";"NP - Beneficio Pleno";"1397,30";"30/05/2015"
"10126462";"487";"NP - Beneficio Pleno";"1121,77";"22/02/2011"
"10126463";"487";"NP - Beneficio Pleno";"143,82";"05/01/2010"
"10126464";"487";"NP - Beneficio Pleno";"1311,39";"10/07/2012"
"10126465";"487";"NP - Beneficio Pleno";"779,73";"04/04/2011"
"10126466";"487";"NP - Beneficio Pleno";"1232,95";"28/04/2016"
"10126467";"487";"NP - Beneficio Pleno";"313,29";"01/05/2010"
"10126468";"487";"NP - Beneficio Pleno";"258,11";"29/02/2008"
"10126469";"487";"NP - Beneficio Pleno";"792,05";"17/08/2013"
"10126470";"487";"NP - Beneficio Pleno";"138,03";"01/03/2008"
"10126471";"487";"NP - Beneficio Pleno";"1060,81";"09/08/2012"
"10126472";"487";"NP - Beneficio Pleno";"1565,52";"06/05/2015"
"10126473";"481";"NP - Beneficio por Invalidez";"111,21";"06/11/2008"
"10126474";"487";"NP - Beneficio Pleno";"125,55";"02/01/2008"
"10126475";"487";"NP - Beneficio Pleno";"502,13";"22/02/2011"
"10126476";"487";"NP - Beneficio Pleno";"169,97";"01/03/2008"
"10126477";"481";"NP - Beneficio por Invalidez";"5511,42";"04/03/2013"
"10126478";"481";"NP - Beneficio por Invalidez";"1298,44";"14/02/2014"
"10126479";"487";"NP - Beneficio Pleno";"554,55";"01/04/2016"
"10126480";"487";"NP - Beneficio Pleno";"770,97";"03/08/2013"
"10126481";"487";"NP - Beneficio Pleno";"1270,06";"25/04/2015"
"10126482";"487";"NP - Beneficio Pleno";"690,09";"25/08/2012"
"10126483";"487";"NP - Beneficio Pleno";"799,59";"13/03/2010"
"10126484";"487";"NP - Beneficio Pleno";"968,17";"01/02/2013"
"10126485";"487";"NP - Beneficio Pleno";"128,06";"09/02/2008"
"10126486";"487";"NP - Beneficio Pleno";"441,36";"01/05/2010"
"10126487";"487";"NP - Beneficio Pleno";"184,10";"01/03/2008"
"10126488";"487";"NP - Beneficio Pleno";"1424,75";"29/05/2015"
"10126489";"487";"NP - Beneficio Pleno";"120,93";"22/08/2008"
"10126490";"487";"NP - Beneficio Pleno";"855,96";"23/04/2015"
"10126491";"487";"NP - Beneficio Pleno";"7,59";"24/05/2012"
"10126492";"487";"NP - Beneficio Pleno";"1326,11";"08/01/2015"
"10126493";"487";"NP - Beneficio Pleno";"216,38";"04/09/2008"
"10126494";"487";"NP - Beneficio Pleno";"1147,46";"30/05/2015"
"10126495";"487";"NP - Beneficio Pleno";"813,85";"20/08/2012"
"10126496";"487";"NP - Beneficio Pleno";"733,99";"27/05/2015"
"10126497";"487";"NP - Beneficio Pleno";"430,09";"13/01/2011"
"10126498";"487";"NP - Beneficio Pleno";"1734,06";"26/05/2015"
"10126499";"487";"NP - Beneficio Pleno";"1037,37";"11/10/2014"
"10126500";"487";"NP - Beneficio Pleno";"110,35";"05/01/2008"
"10126501";"481";"NP - Beneficio por Invalidez";"1902,29";"09/07/2013"
"10126502";"487";"NP - Beneficio Pleno";"1416,89";"29/07/2016"
"10126503";"487";"NP - Beneficio Pleno";"742,23";"28/03/2015"
"10126504";"487";"NP - Beneficio Pleno";"4937,16";"25/03/2016"
"10126505";"487";"NP - Beneficio Pleno";"175,33";"02/01/2008"
"10126506";"487";"NP - Beneficio Pleno";"1054,86";"01/05/2015"
"10126507";"487";"NP - Beneficio Pleno";"1507,10";"22/05/2015"
"10126508";"487";"NP - Beneficio Pleno";"661,63";"08/01/2011"
"10126509";"487";"NP - Beneficio Pleno";"962,75";"21/05/2013"
"10126510";"487";"NP - Beneficio Pleno";"368,78";"01/05/2010"
"10126511";"487";"NP - Beneficio Pleno";"1385,36";"28/07/2016"
"10126512";"487";"NP - Beneficio Pleno";"1313,87";"14/05/2015"
"10126513";"487";"NP - Beneficio Pleno";"504,23";"01/07/2011"
"10126514";"487";"NP - Beneficio Pleno";"1082,08";"25/08/2012"
"10126515";"487";"NP - Beneficio Pleno";"570,12";"17/08/2013"
"10126516";"487";"NP - Beneficio Pleno";"853,06";"25/08/2012"
"10126517";"487";"NP - Beneficio Pleno";"124,61";"22/02/2011"
"10126518";"487";"NP - Beneficio Pleno";"581,93";"01/05/2010"
"10126519";"487";"NP - Beneficio Pleno";"882,95";"04/08/2012"
"10126520";"487";"NP - Beneficio Pleno";"214,38";"30/05/2009"
"10126521";"487";"NP - Beneficio Pleno";"370,15";"09/01/2010"
"10126522";"488";"NP - Benef Pensão por Morte Assistido";"269,63";"30/11/2016"
"10126523";"487";"NP - Beneficio Pleno";"414,12";"01/05/2010"
"10126524";"487";"NP - Beneficio Pleno";"855,18";"25/08/2012"
"10126525";"487";"NP - Beneficio Pleno";"363,72";"22/10/2009"
"10126526";"487";"NP - Beneficio Pleno";"782,93";"16/01/2016"
"10126527";"488";"NP - Benef Pensão por Morte Assistido";"250,44";"31/10/2016"
"10126528";"487";"NP - Beneficio Pleno";"1058,44";"25/04/2015"
"10126529";"487";"NP - Beneficio Pleno";"710,39";"07/07/2012"
"10126530";"487";"NP - Beneficio Pleno";"1569,64";"21/03/2015"
"10126531";"487";"NP - Beneficio Pleno";"1397,59";"05/03/2016"
"10126532";"487";"NP - Beneficio Pleno";"1150,56";"25/08/2012"
"10126533";"487";"NP - Beneficio Pleno";"710,30";"01/04/2010"
"10126534";"481";"NP - Beneficio por Invalidez";"54,83";"27/08/2008"
"10126535";"487";"NP - Beneficio Pleno";"880,01";"04/01/2011"
"10126536";"481";"NP - Beneficio por Invalidez";"5643,95";"06/09/2012"
"10126537";"487";"NP - Beneficio Pleno";"1318,70";"27/07/2016"
"10126538";"487";"NP - Beneficio Pleno";"2431,36";"23/05/2015"
"10126539";"487";"NP - Beneficio Pleno";"230,74";"01/03/2008"
"10126540";"487";"NP - Beneficio Pleno";"436,77";"04/01/2011"
"10126541";"487";"NP - Beneficio Pleno";"1159,72";"29/07/2016"
"10126542";"487";"NP - Beneficio Pleno";"53,49";"01/03/2008"
"10126543";"487";"NP - Beneficio Pleno";"418,94";"01/05/2010"
"10126544";"487";"NP - Beneficio Pleno";"88,20";"12/01/2008"
"10126545";"487";"NP - Beneficio Pleno";"100,63";"03/01/2008"
"10126546";"487";"NP - Beneficio Pleno";"142,05";"01/03/2008"
"10126547";"487";"NP - Beneficio Pleno";"70,23";"02/01/2008"
"10126548";"487";"NP - Beneficio Pleno";"1351,85";"01/04/2015"
"10126549";"487";"NP - Beneficio Pleno";"144,07";"03/01/2008"
"10126550";"487";"NP - Beneficio Pleno";"1770,86";"25/07/2016"
"10126551";"487";"NP - Beneficio Pleno";"133,66";"26/01/2008"
"10126552";"487";"NP - Beneficio Pleno";"420,33";"03/03/2010"
"10126553";"487";"NP - Beneficio Pleno";"945,00";"25/05/2015"
"10126554";"487";"NP - Beneficio Pleno";"397,04";"01/05/2010"
"10126555";"487";"NP - Beneficio Pleno";"617,04";"28/05/2015"
"10126556";"488";"NP - Benef Pensão por Morte Assistido";"634,23";"31/12/2016"
"10126557";"487";"NP - Beneficio Pleno";"188,61";"08/01/2008"
"10126558";"487";"NP - Beneficio Pleno";"1446,50";"05/01/2013"
"10126559";"488";"NP - Benef Pensão por Morte Assistido";"700,57";"31/12/2016"
"10126560";"487";"NP - Beneficio Pleno";"140,45";"01/03/2008"
"10126561";"487";"NP - Beneficio Pleno";"986,60";"28/04/2016"
"10126562";"487";"NP - Beneficio Pleno";"559,32";"13/01/2010"
"10126563";"487";"NP - Beneficio Pleno";"685,62";"11/01/2011"
"10126564";"487";"NP - Beneficio Pleno";"403,38";"03/12/2009"
"10126565";"487";"NP - Beneficio Pleno";"2125,12";"11/03/2015"
"10126566";"487";"NP - Beneficio Pleno";"1050,97";"17/03/2015"
"10126567";"487";"NP - Beneficio Pleno";"987,60";"27/07/2016"
"10126568";"487";"NP - Beneficio Pleno";"693,29";"01/05/2010"
"10126569";"487";"NP - Beneficio Pleno";"990,44";"25/08/2012"
"10126570";"487";"NP - Beneficio Pleno";"72,37";"12/01/2008"
"10126571";"487";"NP - Beneficio Pleno";"489,46";"25/05/2015"
"10126572";"487";"NP - Beneficio Pleno";"487,74";"28/07/2012"
"10126573";"487";"NP - Beneficio Pleno";"291,81";"09/07/2013"
"10126574";"487";"NP - Beneficio Pleno";"90,26";"03/01/2008"
"10126575";"487";"NP - Beneficio Pleno";"229,23";"01/03/2008"
"10126576";"487";"NP - Beneficio Pleno";"596,99";"03/07/2012"
"10126577";"487";"NP - Beneficio Pleno";"399,36";"21/05/2010"
"10126578";"487";"NP - Beneficio Pleno";"545,33";"25/08/2012"
"10126579";"487";"NP - Beneficio Pleno";"371,60";"01/07/2011"
"10126580";"487";"NP - Beneficio Pleno";"471,12";"25/08/2012"
"10126581";"487";"NP - Beneficio Pleno";"140,44";"18/04/2009"
"10126582";"487";"NP - Beneficio Pleno";"1363,97";"01/03/2013"
"10126583";"487";"NP - Beneficio Pleno";"1382,70";"22/02/2013"
"10126584";"487";"NP - Beneficio Pleno";"628,14";"20/08/2012"
"10126585";"487";"NP - Beneficio Pleno";"216,40";"22/02/2011"
"10126586";"487";"NP - Beneficio Pleno";"579,68";"25/08/2012"
"10126587";"487";"NP - Beneficio Pleno";"349,60";"03/03/2010"
"10126588";"487";"NP - Beneficio Pleno";"144,89";"20/03/2010"
"10126589";"487";"NP - Beneficio Pleno";"808,96";"18/08/2012"
"10126590";"487";"NP - Beneficio Pleno";"404,11";"22/01/2011"
"10126591";"487";"NP - Beneficio Pleno";"718,06";"04/01/2011"
"10126592";"487";"NP - Beneficio Pleno";"379,19";"16/06/2009"
"10126593";"487";"NP - Beneficio Pleno";"691,05";"10/05/2012"
"10126594";"487";"NP - Beneficio Pleno";"1045,14";"07/05/2015"
"10126595";"487";"NP - Beneficio Pleno";"154,48";"16/05/2008"
"10126596";"488";"NP - Benef Pensão por Morte Assistido";"120,30";"30/04/2015"
"10126597";"487";"NP - Beneficio Pleno";"457,25";"01/05/2010"
"10126598";"487";"NP - Beneficio Pleno";"455,46";"30/07/2010"
"10126599";"487";"NP - Beneficio Pleno";"921,75";"21/07/2012"
"10126600";"487";"NP - Beneficio Pleno";"510,45";"01/09/2011"
"10126601";"487";"NP - Beneficio Pleno";"152,21";"03/01/2008"
"10126602";"487";"NP - Beneficio Pleno";"393,56";"01/05/2010"
"10126603";"487";"NP - Beneficio Pleno";"1015,54";"12/07/2012"
"10126604";"487";"NP - Beneficio Pleno";"864,38";"11/02/2015"
"10126605";"487";"NP - Beneficio Pleno";"630,21";"11/05/2012"
"10126606";"487";"NP - Beneficio Pleno";"151,08";"01/12/2008"
"10126607";"487";"NP - Beneficio Pleno";"840,91";"13/05/2015"
"10126608";"487";"NP - Beneficio Pleno";"724,22";"28/03/2015"
"10126609";"487";"NP - Beneficio Pleno";"1141,76";"03/04/2015"
"10126610";"487";"NP - Beneficio Pleno";"1145,38";"10/03/2015"
"10126611";"487";"NP - Beneficio Pleno";"476,96";"01/02/2013"
"10126612";"487";"NP - Beneficio Pleno";"135,47";"01/03/2008"
"10126613";"487";"NP - Beneficio Pleno";"497,09";"25/08/2012"
"10126614";"487";"NP - Beneficio Pleno";"511,90";"01/07/2011"
"10126615";"487";"NP - Beneficio Pleno";"628,67";"01/03/2013"
"10126616";"487";"NP - Beneficio Pleno";"402,72";"21/08/2012"
"10126617";"487";"NP - Beneficio Pleno";"150,11";"08/01/2008"
"10126618";"487";"NP - Beneficio Pleno";"838,68";"01/02/2013"
"10126619";"487";"NP - Beneficio Pleno";"336,63";"21/03/2009"
"10126620";"487";"NP - Beneficio Pleno";"454,70";"08/06/2009"
"10126621";"487";"NP - Beneficio Pleno";"431,08";"22/02/2011"
"10126622";"487";"NP - Beneficio Pleno";"35,59";"19/07/2010"
"10126623";"481";"NP - Beneficio por Invalidez";"139,34";"22/03/2010"
"10126624";"487";"NP - Beneficio Pleno";"226,82";"10/01/2009"
"10126625";"487";"NP - Beneficio Pleno";"637,56";"21/07/2012"
"10126626";"487";"NP - Beneficio Pleno";"887,64";"25/08/2012"
"10126627";"487";"NP - Beneficio Pleno";"725,17";"12/03/2012"
"10126628";"487";"NP - Beneficio Pleno";"401,94";"01/05/2010"
"10126629";"487";"NP - Beneficio Pleno";"292,80";"01/05/2010"
"10126630";"487";"NP - Beneficio Pleno";"294,98";"11/07/2009"
"10126631";"487";"NP - Beneficio Pleno";"319,76";"27/03/2015"
"10126632";"487";"NP - Beneficio Pleno";"588,07";"04/01/2011"
"10126633";"487";"NP - Beneficio Pleno";"40,31";"02/10/2008"
"10126634";"487";"NP - Beneficio Pleno";"136,26";"19/01/2008"
"10126635";"487";"NP - Beneficio Pleno";"1025,47";"21/05/2015"
"10126636";"487";"NP - Beneficio Pleno";"1365,83";"23/05/2015"
"10126637";"487";"NP - Beneficio Pleno";"602,14";"23/07/2012"
"10126638";"487";"NP - Beneficio Pleno";"129,41";"22/02/2008"
"10126639";"487";"NP - Beneficio Pleno";"42,11";"02/01/2007"
